 2.01374E-02 9.58089E-03
 2.12196E-02 1.13089E-02
 2.25498E-02 1.41104E-02
 2.46027E-02 1.42294E-02
 2.60908E-02 1.10940E-02
 2.79008E-02 9.94701E-03
 3.22317E-02 8.09211E-03
 3.46887E-02 1.17310E-02
 3.45138E-02 1.24562E-02
 3.38656E-02 1.06626E-02
 3.03988E-02 1.15963E-02
 2.56968E-02 1.32034E-02
 1.78561E-02 1.99815E-02
 1.02285E-02 2.74937E-02
 4.53011E-03 3.04519E-02
 6.14469E-03 2.32545E-02
 1.32819E-02 1.74511E-02
 1.40669E-02 1.59341E-02
 1.46942E-02 1.57556E-02
 1.56117E-02 1.62830E-02
 1.83624E-02 1.90520E-02
 1.81316E-02 2.42762E-02
 1.77290E-02 3.11741E-02
 1.81438E-02 3.76878E-02
 1.72264E-02 4.50025E-02
 1.39292E-02 5.14328E-02
 9.30649E-03 5.90102E-02
 4.57712E-03 6.69728E-02
 -7.17312E-04 7.64230E-02
 -4.57682E-03 8.57754E-02
 -6.70664E-03 9.10636E-02
 -1.00101E-02 9.56418E-02
 -1.37183E-02 0.102474
 -1.96981E-02 0.106402
 -2.58130E-02 0.106235
 -3.37611E-02 0.104352
 -4.08956E-02 9.89848E-02
 -4.79849E-02 9.14328E-02
 -4.84854E-02 8.22559E-02
 -4.47961E-02 6.87424E-02
 -4.30943E-02 5.69484E-02
 -5.05088E-02 4.12172E-02
 -5.35225E-02 3.67422E-02
 -5.47074E-02 3.36825E-02
 -5.52229E-02 2.64891E-02
 -5.79831E-02 1.38642E-02
 -6.78749E-02 -2.14241E-03
 -7.17353E-02 -5.42421E-03
 -7.03387E-02 -7.21298E-03
 -6.93571E-02 -7.38861E-03
 -7.07544E-02 -9.91884E-03
 -7.35821E-02 -1.44488E-02
 -7.51303E-02 -1.76688E-02
 -7.30513E-02 -2.10441E-02
 -7.15953E-02 -2.16920E-02
 -7.16052E-02 -2.48268E-02
 -7.18432E-02 -2.88845E-02
 -6.99083E-02 -3.01265E-02
 -6.88868E-02 -3.34528E-02
 -6.41975E-02 -3.59306E-02
 -5.97874E-02 -3.35921E-02
 -5.52623E-02 -3.03340E-02
 -5.01976E-02 -3.18772E-02
 -4.36187E-02 -3.13677E-02
 -3.66819E-02 -3.16697E-02
 -3.04950E-02 -3.06539E-02
 -2.56779E-02 -3.03318E-02
 -1.78308E-02 -2.88865E-02
 -1.22115E-02 -2.91738E-02
 -8.87276E-03 -2.79465E-02
 -6.00968E-03 -2.73986E-02
 -2.60972E-03 -2.70587E-02
 3.90224E-05 -2.52093E-02
 1.84028E-03 -2.31686E-02
 3.84327E-03 -2.17293E-02
 5.17609E-03 -1.99558E-02
 5.36145E-03 -1.91789E-02
 6.19168E-03 -1.73411E-02
 6.77228E-03 -1.71970E-02
 7.41259E-03 -1.56240E-02
 7.86270E-03 -1.33725E-02
 8.15142E-03 -1.11757E-02
 7.70560E-03 -1.06421E-02
 5.56621E-03 -1.04113E-02
 1.93326E-03 -9.83380E-03
 -2.42119E-04 -1.01611E-02
 -1.65450E-03 -9.85301E-03
 -3.36905E-03 -1.13636E-02
 -3.89634E-03 -1.14898E-02
 -2.99886E-03 -1.11339E-02
 -3.39545E-03 -1.07688E-02
 -3.94282E-03 -1.00396E-02
 -4.37929E-03 -8.31864E-03
 -3.89380E-03 -7.19017E-03
 -4.04911E-03 -7.66026E-03
 -2.72953E-03 -8.22100E-03
 -1.35433E-03 -8.41961E-03
 1.54235E-03 -9.25039E-03
 3.86602E-03 -9.09037E-03
 6.87731E-03 -6.99287E-03
 9.98862E-03 -6.23772E-03
 1.27367E-02 -4.92925E-03
 1.55295E-02 -4.45328E-03
 1.73478E-02 -3.24854E-03
 1.88295E-02 -2.28958E-03
 2.12428E-02 -1.38109E-03
 2.27043E-02 -1.14546E-03
